Image,Distance(m),Error(m)
0000000005.png,13.83984375,66.16015625
0000000005.png,13.8359375,66.1640625
0000000005.png,13.9375,66.0625
0000000005.png,13.85546875,66.14453125
0000000005.png,13.87109375,66.12890625
0000000005.png,13.9453125,66.0546875
0000000005.png,13.890625,66.109375
0000000005.png,13.89453125,66.10546875
0000000005.png,13.97265625,66.02734375
0000000005.png,13.8828125,66.1171875
0000000005.png,13.9609375,66.0390625
0000000005.png,13.91796875,66.08203125
0000000005.png,13.90625,66.09375
0000000005.png,13.92578125,66.07421875
0000000005.png,14.09765625,65.90234375
0000000005.png,13.9375,66.0625
0000000005.png,13.9609375,66.0390625
0000000005.png,14.03515625,65.96484375
0000000005.png,13.96484375,66.03515625
0000000005.png,14.0234375,65.9765625
0000000005.png,13.95703125,66.04296875
0000000005.png,13.94921875,66.05078125
0000000005.png,13.95703125,66.04296875
0000000005.png,14.03515625,65.96484375
0000000005.png,13.88671875,66.11328125
0000000005.png,13.96484375,66.03515625
0000000005.png,13.8984375,66.1015625
0000000005.png,13.9765625,66.0234375
0000000005.png,13.90234375,66.09765625
0000000005.png,14.05859375,65.94140625
0000000005.png,13.7109375,66.2890625
0000000005.png,13.73046875,66.26953125
0000000005.png,13.99609375,66.00390625
0000000005.png,13.734375,66.265625
0000000005.png,13.73828125,66.26171875
0000000005.png,13.94140625,66.05859375
0000000005.png,13.75,66.25
0000000005.png,13.953125,66.046875
0000000005.png,13.765625,66.234375
0000000005.png,13.94921875,66.05078125
0000000005.png,13.77734375,66.22265625
0000000005.png,13.953125,66.046875
0000000005.png,13.76953125,66.23046875
0000000005.png,13.796875,66.203125
0000000005.png,14.015625,65.984375
0000000005.png,13.79296875,66.20703125
0000000005.png,13.8046875,66.1953125
0000000005.png,13.74609375,66.25390625
0000000005.png,13.75390625,66.24609375
0000000005.png,13.81640625,66.18359375
0000000005.png,13.76171875,66.23828125
0000000005.png,13.76171875,66.23828125
0000000005.png,13.76953125,66.23046875
0000000005.png,13.78125,66.21875
0000000005.png,13.796875,66.203125
0000000005.png,13.796875,66.203125
0000000005.png,13.8046875,66.1953125
0000000005.png,14.0078125,65.9921875
0000000005.png,13.80859375,66.19140625
0000000005.png,13.8203125,66.1796875
0000000005.png,14.03125,65.96875
0000000005.png,13.83203125,66.16796875
0000000005.png,13.8359375,66.1640625
0000000005.png,13.8515625,66.1484375
0000000005.png,13.85546875,66.14453125
0000000005.png,13.85546875,66.14453125
0000000005.png,13.87109375,66.12890625
0000000005.png,14.05078125,65.94921875
0000000005.png,14.0546875,65.9453125
0000000005.png,14.078125,65.921875
0000000005.png,14.07421875,65.92578125
0000000005.png,14.0859375,65.9140625
0000000005.png,14.06640625,65.93359375
0000000005.png,14.0859375,65.9140625
0000000005.png,13.59375,66.40625
0000000005.png,13.53515625,66.46484375
0000000005.png,13.53515625,66.46484375
0000000005.png,13.6640625,66.3359375
0000000005.png,13.546875,66.453125
0000000005.png,13.54296875,66.45703125
0000000005.png,13.55859375,66.44140625
0000000005.png,13.7578125,66.2421875
0000000005.png,13.55078125,66.44921875
0000000005.png,13.55078125,66.44921875
0000000005.png,13.55078125,66.44921875
0000000005.png,13.546875,66.453125
0000000005.png,13.5625,66.4375
0000000005.png,13.546875,66.453125
0000000005.png,13.6796875,66.3203125
0000000005.png,13.5546875,66.4453125
0000000005.png,13.55078125,66.44921875
0000000005.png,13.66796875,66.33203125
0000000005.png,13.54296875,66.45703125
0000000005.png,13.66796875,66.33203125
0000000005.png,13.54296875,66.45703125
0000000005.png,13.54296875,66.45703125
0000000005.png,13.64453125,66.35546875
0000000005.png,13.53515625,66.46484375
0000000005.png,13.53125,66.46875
0000000005.png,13.63671875,66.36328125
0000000005.png,13.53515625,66.46484375
0000000005.png,13.63671875,66.36328125
0000000005.png,13.62890625,66.37109375
0000000005.png,13.69921875,66.30078125
0000000005.png,13.640625,66.359375
0000000005.png,13.64453125,66.35546875
0000000005.png,13.72265625,66.27734375
0000000005.png,13.7265625,66.2734375
0000000005.png,13.64453125,66.35546875
0000000005.png,13.76953125,66.23046875
0000000005.png,13.6484375,66.3515625
0000000005.png,13.640625,66.359375
0000000005.png,13.75,66.25
0000000005.png,13.64453125,66.35546875
0000000005.png,13.66015625,66.33984375
0000000005.png,13.640625,66.359375
0000000005.png,13.65234375,66.34765625
0000000005.png,13.6328125,66.3671875
0000000005.png,13.63671875,66.36328125
0000000005.png,13.63671875,66.36328125
0000000005.png,13.640625,66.359375
0000000005.png,13.6328125,66.3671875
0000000005.png,13.63671875,66.36328125
0000000005.png,13.6328125,66.3671875
0000000005.png,13.64453125,66.35546875
0000000005.png,13.67578125,66.32421875
0000000005.png,13.65234375,66.34765625
0000000005.png,13.65625,66.34375
0000000005.png,13.67578125,66.32421875
0000000005.png,13.6640625,66.3359375
0000000005.png,13.69140625,66.30859375
0000000005.png,13.6484375,66.3515625
0000000005.png,13.6328125,66.3671875
0000000005.png,13.62109375,66.37890625
0000000005.png,13.63671875,66.36328125
0000000005.png,13.61328125,66.38671875
0000000005.png,13.60546875,66.39453125
0000000005.png,13.60546875,66.39453125
0000000005.png,13.61328125,66.38671875
0000000005.png,13.703125,66.296875
0000000005.png,13.578125,66.421875
0000000005.png,13.65625,66.34375
0000000005.png,13.5546875,66.4453125
0000000005.png,13.6640625,66.3359375
0000000005.png,13.546875,66.453125
0000000005.png,13.04296875,66.95703125
0000000005.png,12.91015625,67.08984375
0000000005.png,12.84765625,67.15234375
0000000005.png,12.85546875,67.14453125
0000000005.png,12.859375,67.140625
0000000005.png,12.84765625,67.15234375
0000000005.png,12.84375,67.15625
0000000005.png,12.86328125,67.13671875
0000000005.png,12.859375,67.140625
0000000005.png,12.84765625,67.15234375
0000000005.png,12.95703125,67.04296875
0000000005.png,13.109375,66.890625
0000000005.png,12.9921875,67.0078125
0000000005.png,13.01171875,66.98828125
0000000005.png,13.1875,66.8125
0000000005.png,13.01953125,66.98046875
0000000005.png,13.2578125,66.7421875
0000000005.png,13.3125,66.6875
0000000005.png,13.4375,66.5625
0000000005.png,13.29296875,66.70703125
0000000005.png,13.2734375,66.7265625
0000000005.png,13.26171875,66.73828125
0000000005.png,12.9921875,63.305809020996094
0000000005.png,13.0546875,61.86302947998047
0000000005.png,12.859375,56.22682189941406
0000000005.png,12.57421875,56.001502990722656
0000000005.png,12.4140625,55.701499938964844
0000000005.png,12.33203125,55.760963439941406
0000000005.png,12.234375,56.62995910644531
0000000005.png,12.14453125,57.128440856933594
0000000005.png,12.06640625,58.431419372558594
0000000005.png,13.42578125,62.855384826660156
0000000005.png,13.4609375,63.54370880126953
0000000005.png,13.5078125,64.74734497070312
0000000005.png,13.46875,65.02657318115234
0000000005.png,13.5234375,62.86431121826172
0000000005.png,13.4609375,62.86052703857422
0000000005.png,13.5546875,62.24639892578125
0000000005.png,13.4765625,62.241943359375
0000000005.png,13.46484375,63.03984832763672
0000000005.png,13.54296875,63.72692108154297
0000000005.png,13.46875,63.703346252441406
0000000005.png,13.46875,57.87055969238281
0000000005.png,13.51171875,57.808441162109375
0000000005.png,13.46484375,57.281768798828125
0000000005.png,13.453125,59.10023498535156
0000000005.png,13.4921875,58.96192169189453
0000000005.png,13.484375,61.54194641113281
0000000005.png,13.484375,66.515625
0000000005.png,13.47265625,66.52734375
0000000005.png,13.46484375,66.53515625
0000000005.png,13.45703125,66.54296875
0000000005.png,13.4609375,66.5390625
0000000005.png,13.46875,66.53125
0000000005.png,13.44921875,66.55078125
0000000005.png,13.4375,64.91307067871094
0000000005.png,13.33203125,65.71882629394531
0000000005.png,13.38671875,66.61328125
0000000005.png,13.04296875,66.95703125
0000000005.png,12.5859375,67.4140625
0000000005.png,12.70703125,67.29296875
0000000005.png,12.4765625,67.5234375
0000000005.png,12.29296875,67.70703125
0000000005.png,12.203125,67.796875
0000000005.png,12.09375,67.90625
0000000005.png,12.03125,67.96875
0000000005.png,11.98828125,68.01171875
0000000005.png,11.90234375,68.09765625
0000000005.png,12.87109375,67.12890625
0000000005.png,12.8515625,67.1484375
0000000005.png,12.8203125,67.1796875
0000000005.png,12.7734375,67.2265625
0000000005.png,12.7421875,67.2578125
0000000005.png,12.75390625,67.24609375
0000000005.png,12.71875,67.28125
0000000005.png,12.7109375,67.2890625
0000000005.png,12.6953125,67.3046875
0000000005.png,12.67578125,67.32421875
0000000005.png,12.6484375,67.3515625
0000000005.png,12.7421875,67.2578125
0000000005.png,12.6796875,67.12249755859375
0000000005.png,12.68359375,66.78890228271484
0000000005.png,12.64453125,65.89364624023438
0000000005.png,12.9453125,63.20660400390625
0000000005.png,12.67578125,63.878875732421875
0000000005.png,12.89453125,63.41938781738281
0000000005.png,12.65234375,64.04176330566406
0000000005.png,12.7890625,62.29905700683594
0000000005.png,12.80078125,62.332855224609375
0000000005.png,12.8203125,62.52460479736328
0000000005.png,12.80078125,62.912567138671875
0000000005.png,12.734375,60.08818817138672
0000000005.png,12.76171875,59.898193359375
0000000005.png,12.7734375,59.76598358154297
0000000005.png,12.80078125,57.9110107421875
0000000005.png,12.78125,57.381622314453125
0000000005.png,12.7890625,54.31098937988281
0000000005.png,12.80078125,54.11443328857422
0000000005.png,12.78515625,53.981964111328125
0000000005.png,12.78515625,53.58042907714844
0000000005.png,12.8046875,50.797584533691406
0000000005.png,12.7890625,50.10810089111328
0000000005.png,12.734375,49.725433349609375
0000000005.png,12.73828125,48.99448776245117
0000000005.png,12.6796875,47.4110221862793
0000000005.png,12.58203125,46.694881439208984
0000000005.png,12.4765625,44.378578186035156
0000000005.png,12.4296875,44.19392395019531
0000000005.png,12.390625,44.58103561401367
0000000005.png,12.234375,44.706787109375
0000000005.png,12.25,44.80923080444336
0000000005.png,12.14453125,45.89904022216797
0000000005.png,12.23046875,46.10742950439453
0000000005.png,12.203125,46.52993392944336
0000000005.png,12.16796875,46.98850631713867
0000000005.png,12.10546875,47.21588134765625
0000000005.png,12.0859375,47.31365203857422
0000000005.png,12.0390625,46.23039627075195
0000000005.png,12.03515625,46.29393768310547
0000000005.png,11.76171875,46.52965545654297
0000000005.png,11.60546875,46.960960388183594
0000000005.png,11.61328125,46.850223541259766
0000000005.png,11.5546875,47.37340545654297
0000000005.png,11.484375,47.78276062011719
0000000005.png,11.421875,47.93699264526367
0000000005.png,11.38671875,46.325347900390625
0000000005.png,11.453125,46.43191909790039
0000000005.png,11.3359375,46.57903289794922
0000000005.png,11.28515625,46.23979568481445
0000000005.png,12.50390625,51.59111785888672
0000000005.png,12.4921875,52.02955627441406
0000000005.png,12.515625,67.484375
0000000005.png,12.796875,67.203125
0000000005.png,12.546875,67.453125
0000000005.png,12.77734375,67.22265625
0000000005.png,12.6953125,67.3046875
0000000005.png,12.53515625,67.46484375
0000000005.png,12.73828125,67.26171875
0000000005.png,12.4921875,67.5078125
0000000005.png,12.64453125,67.35546875
0000000005.png,12.71875,67.28125
0000000005.png,12.6875,67.3125
0000000005.png,12.65625,67.34375
0000000005.png,12.6875,67.3125
0000000005.png,12.6484375,67.3515625
0000000005.png,12.7109375,67.2890625
0000000005.png,12.5625,67.4375
0000000005.png,12.625,67.375
0000000005.png,12.25,67.75
0000000005.png,12.12109375,67.87890625
0000000005.png,11.33984375,68.66015625
0000000005.png,10.96484375,61.432472229003906
0000000005.png,11.1015625,59.95953369140625
0000000005.png,10.92578125,61.01282501220703
0000000005.png,10.953125,53.24394989013672
0000000005.png,10.96875,53.85321044921875
0000000005.png,10.71484375,67.41504669189453
0000000005.png,10.63671875,66.4787826538086
0000000005.png,10.59765625,66.97138214111328
0000000005.png,16.7265625,63.2734375
0000000005.png,16.73828125,63.26171875
0000000005.png,16.91796875,63.08203125
0000000005.png,16.9921875,63.0078125
0000000005.png,16.80859375,63.19140625
0000000005.png,16.7109375,63.2890625
0000000005.png,16.7890625,63.2109375
0000000005.png,16.796875,63.203125
0000000005.png,16.82421875,63.17578125
0000000005.png,16.78515625,63.21484375
0000000005.png,16.58984375,63.41015625
0000000005.png,16.81640625,63.18359375
0000000005.png,16.625,63.375
0000000005.png,16.86328125,63.13671875
0000000005.png,16.6484375,63.3515625
0000000005.png,16.62890625,63.37109375
0000000005.png,16.58984375,63.41015625
0000000005.png,16.6171875,63.3828125
0000000005.png,16.5859375,63.4140625
0000000005.png,16.87109375,63.12890625
0000000005.png,16.6484375,63.3515625
0000000005.png,16.36328125,63.63671875
0000000005.png,16.40625,63.59375
0000000005.png,16.31640625,63.68359375
0000000005.png,16.29296875,63.70703125
0000000005.png,16.31640625,63.68359375
0000000005.png,16.37890625,63.62109375
0000000005.png,16.390625,63.609375
0000000005.png,17.1875,62.8125
0000000005.png,16.4765625,63.5234375
0000000005.png,17.2265625,62.7734375
0000000005.png,16.59765625,60.87665557861328
0000000005.png,17.03515625,59.99476623535156
0000000005.png,17.13671875,59.322547912597656
0000000005.png,16.95703125,56.045135498046875
0000000005.png,17.03125,55.644752502441406
0000000005.png,16.88671875,52.33326721191406
0000000005.png,16.46484375,44.267364501953125
0000000005.png,16.46875,43.14662551879883
0000000005.png,16.35546875,40.707542419433594
0000000005.png,16.4921875,40.15046310424805
0000000005.png,16.37890625,39.736610412597656
0000000005.png,16.38671875,36.566650390625
0000000005.png,16.5078125,35.876976013183594
0000000005.png,16.40234375,34.80514907836914
0000000005.png,16.5,34.295719146728516
0000000005.png,16.21875,34.36677551269531
0000000005.png,16.234375,32.38201141357422
0000000005.png,16.234375,32.03273010253906
0000000005.png,16.26171875,31.480663299560547
0000000005.png,16.0,31.69293212890625
0000000005.png,16.26953125,30.644184112548828
0000000005.png,16.015625,30.7801513671875
0000000005.png,16.02734375,30.200599670410156
0000000005.png,15.76171875,28.656105041503906
0000000005.png,15.78125,28.233028411865234
0000000005.png,15.73046875,28.18380355834961
0000000005.png,15.890625,28.030475616455078
0000000005.png,15.8046875,27.89553451538086
0000000005.png,15.90234375,27.948707580566406
0000000005.png,15.75,28.199928283691406
0000000005.png,15.6015625,28.810989379882812
0000000005.png,15.62109375,28.830127716064453
0000000005.png,15.734375,28.800601959228516
0000000005.png,15.640625,28.95555877685547
0000000005.png,15.7578125,28.867446899414062
0000000005.png,15.625,30.016178131103516
0000000005.png,15.6328125,30.298763275146484
0000000005.png,15.66796875,30.477706909179688
0000000005.png,15.64453125,30.27286148071289
0000000005.png,15.6171875,32.788856506347656
0000000005.png,15.609375,33.030765533447266
0000000005.png,15.2265625,35.53301239013672
0000000005.png,15.24609375,36.90279006958008
0000000005.png,15.24609375,37.070186614990234
0000000005.png,15.265625,37.46779251098633
0000000005.png,15.26171875,38.659183502197266
0000000005.png,15.14453125,38.8867301940918
0000000005.png,15.26953125,38.732421875
0000000005.png,15.14453125,39.00511932373047
0000000005.png,15.1640625,40.58237838745117
0000000005.png,15.15234375,40.58055114746094
0000000005.png,15.16796875,43.4625129699707
0000000005.png,15.25390625,45.936466217041016
0000000005.png,15.1796875,53.0126953125
0000000005.png,14.75390625,54.10917663574219
0000000005.png,14.76953125,54.323638916015625
0000000005.png,14.75,56.46661376953125
0000000005.png,14.76171875,56.615386962890625
0000000005.png,14.7734375,56.82434844970703
0000000005.png,14.77734375,56.49560546875
0000000005.png,14.45703125,65.54296875
0000000005.png,14.28125,65.71875
0000000005.png,14.421875,65.578125
0000000005.png,14.28125,65.71875
0000000005.png,14.29296875,65.70703125
0000000005.png,14.3046875,65.6953125
0000000005.png,14.4140625,65.5859375
0000000005.png,14.30859375,65.69140625
0000000005.png,14.3125,65.6875
0000000005.png,14.33203125,65.66796875
0000000005.png,14.29296875,65.70703125
0000000005.png,14.27734375,65.72265625
0000000005.png,14.0859375,65.9140625
0000000005.png,13.84375,66.15625
0000000005.png,13.859375,66.140625
0000000005.png,13.83984375,66.16015625
0000000005.png,13.8359375,66.1640625
0000000005.png,14.09375,65.90625
0000000005.png,13.828125,66.171875
0000000005.png,13.84765625,66.15234375
0000000005.png,13.84765625,66.15234375
0000000005.png,13.8515625,66.1484375
0000000005.png,13.859375,66.140625
0000000005.png,13.84765625,66.15234375
0000000005.png,13.86328125,66.13671875
0000000005.png,13.96875,66.03125
0000000005.png,13.94140625,64.96951293945312
0000000005.png,13.8125,63.87909698486328
0000000005.png,13.8203125,66.1796875
0000000005.png,13.72265625,66.27734375
0000000005.png,13.83984375,66.16015625
0000000005.png,13.74609375,66.25390625
0000000005.png,13.84765625,66.15234375
0000000005.png,13.71875,66.28125
0000000005.png,13.76171875,66.23828125
0000000005.png,13.87109375,66.12890625
0000000005.png,13.75,66.25
0000000005.png,13.78515625,66.21484375
0000000005.png,13.77734375,66.22265625
0000000005.png,13.828125,66.171875
0000000005.png,13.8125,66.1875
0000000005.png,13.8125,66.1875
0000000005.png,13.921875,66.078125
0000000005.png,13.80859375,66.19140625
0000000005.png,13.86328125,66.13671875
0000000005.png,13.83984375,66.16015625
0000000005.png,13.87109375,66.12890625
0000000005.png,13.94921875,66.05078125
0000000005.png,13.78515625,66.21484375
0000000005.png,13.953125,66.046875
0000000005.png,13.8984375,66.1015625
0000000005.png,13.796875,66.203125
0000000005.png,13.80859375,66.19140625
0000000005.png,13.89453125,66.10546875
0000000005.png,13.81640625,66.18359375
0000000005.png,13.92578125,66.07421875
0000000005.png,13.62109375,66.37890625
0000000005.png,13.83984375,66.16015625
0000000005.png,13.609375,66.390625
0000000005.png,13.6328125,66.3671875
0000000005.png,13.640625,66.359375
0000000005.png,13.8515625,66.1484375
0000000005.png,13.65234375,66.34765625
0000000005.png,13.85546875,66.14453125
0000000005.png,13.671875,66.328125
0000000005.png,13.875,66.125
0000000005.png,13.65234375,66.34765625
0000000005.png,13.87109375,66.12890625
0000000005.png,13.67578125,66.32421875
0000000005.png,13.69140625,66.30859375
0000000005.png,13.6640625,66.3359375
0000000005.png,13.70703125,66.29296875
0000000005.png,13.625,66.375
0000000005.png,13.63671875,66.36328125
0000000005.png,13.9609375,66.0390625
0000000005.png,13.6484375,66.3515625
0000000005.png,13.65625,66.34375
0000000005.png,13.66015625,66.33984375
0000000005.png,13.67578125,66.32421875
0000000005.png,13.68359375,66.31640625
0000000005.png,13.69921875,66.30078125
0000000005.png,13.68359375,66.31640625
0000000005.png,13.703125,66.296875
0000000005.png,13.703125,66.296875
0000000005.png,13.70703125,66.29296875
0000000005.png,13.71875,66.28125
0000000005.png,13.984375,66.015625
0000000005.png,13.73828125,66.26171875
0000000005.png,13.984375,66.015625
0000000005.png,14.01171875,65.98828125
0000000005.png,13.66015625,66.33984375
0000000005.png,13.6796875,66.3203125
0000000005.png,13.609375,66.390625
0000000005.png,13.484375,66.515625
0000000005.png,13.62109375,66.37890625
0000000005.png,13.49609375,66.50390625
0000000005.png,13.62109375,66.37890625
0000000005.png,13.50390625,66.49609375
0000000005.png,13.36328125,66.63671875
0000000005.png,13.3671875,66.6328125
0000000005.png,13.37890625,66.62109375
0000000005.png,13.5078125,66.4921875
0000000005.png,13.37109375,66.62890625
0000000005.png,13.3828125,66.6171875
0000000005.png,13.5078125,66.4921875
0000000005.png,13.37890625,66.62109375
0000000005.png,13.3984375,66.6015625
0000000005.png,13.39453125,66.60546875
0000000005.png,13.40625,66.59375
0000000005.png,13.41796875,66.58203125
0000000005.png,13.39453125,66.60546875
0000000005.png,13.41015625,66.58984375
0000000005.png,13.53125,66.46875
0000000005.png,13.421875,66.578125
0000000005.png,13.421875,66.578125
0000000005.png,13.5859375,66.4140625
0000000005.png,13.63671875,66.36328125
0000000005.png,13.48828125,66.51171875
0000000005.png,13.73046875,66.26953125
0000000005.png,13.68359375,66.31640625
0000000005.png,13.69140625,66.30859375
0000000005.png,13.6875,66.3125
0000000005.png,13.73046875,66.26953125
0000000005.png,13.69140625,66.30859375
0000000005.png,13.73828125,66.26171875
0000000005.png,13.70703125,66.29296875
0000000005.png,13.69140625,66.30859375
0000000005.png,13.7109375,66.2890625
0000000005.png,13.71875,66.28125
0000000005.png,13.671875,66.328125
0000000005.png,13.6796875,66.3203125
0000000005.png,13.359375,66.640625
0000000005.png,13.3671875,66.6328125
0000000005.png,13.375,66.625
0000000005.png,13.3671875,66.6328125
0000000005.png,13.36328125,66.63671875
0000000005.png,13.36328125,66.63671875
0000000005.png,13.3671875,66.6328125
0000000005.png,13.3515625,66.6484375
0000000005.png,13.359375,66.640625
0000000005.png,13.33984375,66.66015625
0000000005.png,13.35546875,66.64453125
0000000005.png,13.3671875,66.6328125
0000000005.png,13.37890625,66.62109375
0000000005.png,13.39453125,66.60546875
0000000005.png,13.38671875,66.61328125
0000000005.png,13.3671875,66.6328125
0000000005.png,13.37890625,66.62109375
0000000005.png,13.359375,66.640625
0000000005.png,13.359375,66.640625
0000000005.png,13.34765625,66.65234375
0000000005.png,13.34765625,66.65234375
0000000005.png,13.3359375,66.6640625
0000000005.png,13.32421875,66.67578125
0000000005.png,13.33203125,66.66796875
0000000005.png,13.30859375,66.69140625
0000000005.png,13.43359375,66.56640625
0000000005.png,13.45703125,66.54296875
0000000005.png,13.453125,66.546875
0000000005.png,13.421875,66.578125
0000000005.png,13.234375,66.765625
0000000005.png,13.046875,66.953125
0000000005.png,12.94921875,67.05078125
0000000005.png,12.87109375,67.12890625
0000000005.png,12.84375,67.15625
0000000005.png,12.8984375,67.1015625
0000000005.png,12.84375,67.15625
0000000005.png,12.84375,67.15625
0000000005.png,12.91015625,67.08984375
0000000005.png,12.93359375,67.06640625
0000000005.png,12.94921875,67.05078125
0000000005.png,12.9140625,67.0859375
0000000005.png,12.9921875,67.0078125
0000000005.png,12.8984375,67.1015625
0000000005.png,12.83203125,67.16796875
0000000005.png,12.8515625,67.1484375
0000000005.png,13.1171875,66.8828125
0000000005.png,13.09765625,66.90234375
0000000005.png,12.984375,67.015625
0000000005.png,12.83203125,67.16796875
0000000005.png,12.8203125,67.06085968017578
0000000005.png,12.85546875,57.797935485839844
0000000005.png,12.859375,57.58167266845703
0000000005.png,12.8203125,57.07551574707031
0000000005.png,12.98828125,51.05796813964844
0000000005.png,12.7109375,51.144439697265625
0000000005.png,12.62890625,50.94782257080078
0000000005.png,12.54296875,50.93449020385742
0000000005.png,12.46484375,50.30711364746094
0000000005.png,12.31640625,51.1201286315918
0000000005.png,11.9375,53.52699279785156
0000000005.png,11.921875,54.23188018798828
0000000005.png,13.4296875,58.15702819824219
0000000005.png,13.4140625,58.87841033935547
0000000005.png,13.42578125,57.348793029785156
0000000005.png,13.44140625,57.27626037597656
0000000005.png,13.40625,56.93572998046875
0000000005.png,13.35546875,59.132789611816406
0000000005.png,13.4921875,59.10869598388672
0000000005.png,13.38671875,59.68888854980469
0000000005.png,13.37109375,59.736427307128906
0000000005.png,13.4453125,54.93096923828125
0000000005.png,13.3671875,54.987884521484375
0000000005.png,13.4140625,54.93952178955078
0000000005.png,13.36328125,54.59624481201172
0000000005.png,13.34765625,56.500511169433594
0000000005.png,13.30078125,56.5106201171875
0000000005.png,13.33984375,56.58744812011719
0000000005.png,13.3125,58.84784698486328
0000000005.png,13.43359375,59.14842987060547
0000000005.png,13.4453125,59.33543395996094
0000000005.png,13.4296875,64.3282699584961
0000000005.png,13.44140625,64.79774475097656
0000000005.png,13.296875,65.44464874267578
0000000005.png,13.3984375,66.6015625
0000000005.png,13.41015625,66.58984375
0000000005.png,13.33984375,66.66015625
0000000005.png,13.40234375,66.59765625
0000000005.png,13.4140625,66.5859375
0000000005.png,13.3828125,66.6171875
0000000005.png,13.4296875,66.5703125
0000000005.png,13.40234375,66.59765625
0000000005.png,13.15234375,65.79376983642578
0000000005.png,13.33203125,65.5683822631836
0000000005.png,13.30859375,65.07962036132812
0000000005.png,13.30078125,59.789710998535156
0000000005.png,13.27734375,58.99449157714844
0000000005.png,13.22265625,58.507789611816406
0000000005.png,13.1640625,59.56929016113281
0000000005.png,13.27734375,60.443397521972656
0000000005.png,13.30859375,60.95867156982422
0000000005.png,13.25390625,61.03558349609375
0000000005.png,13.203125,66.796875
0000000005.png,13.25,66.75
0000000005.png,13.16796875,66.83203125
0000000005.png,13.0546875,66.9453125
0000000005.png,13.1171875,66.8828125
0000000005.png,13.109375,66.890625
0000000005.png,13.26171875,66.73828125
0000000005.png,13.06640625,66.93359375
0000000005.png,12.875,67.125
0000000005.png,12.828125,67.171875
0000000005.png,12.81640625,67.18359375
0000000005.png,12.8125,67.1875
0000000005.png,12.76953125,67.23046875
0000000005.png,12.8203125,67.1796875
0000000005.png,12.80078125,67.19921875
0000000005.png,12.66796875,67.33203125
0000000005.png,12.69140625,67.30859375
0000000005.png,12.59375,67.40625
0000000005.png,12.5234375,67.4765625
0000000005.png,12.453125,67.546875
0000000005.png,12.48828125,67.51171875
0000000005.png,12.27734375,67.72265625
0000000005.png,12.21875,67.78125
0000000005.png,12.171875,67.828125
0000000005.png,12.16015625,67.83984375
0000000005.png,12.08203125,67.91796875
0000000005.png,12.03515625,67.96484375
0000000005.png,12.8671875,67.1328125
0000000005.png,12.7890625,67.2109375
0000000005.png,12.76953125,67.23046875
0000000005.png,12.7578125,67.2421875
0000000005.png,12.5390625,67.4609375
0000000005.png,12.5546875,62.587921142578125
0000000005.png,12.55859375,62.0289306640625
0000000005.png,12.55859375,61.48728942871094
0000000005.png,12.5078125,59.26636505126953
0000000005.png,12.48828125,59.3858642578125
0000000005.png,12.46484375,57.64368438720703
0000000005.png,12.4453125,58.22692108154297
0000000005.png,12.40625,57.86193084716797
0000000005.png,12.80078125,57.901451110839844
0000000005.png,12.66796875,58.280517578125
0000000005.png,12.7109375,58.262855529785156
0000000005.png,12.66796875,56.273338317871094
0000000005.png,12.671875,56.4134521484375
0000000005.png,12.79296875,55.00743865966797
0000000005.png,12.60546875,52.13706970214844
0000000005.png,12.5703125,51.87617492675781
0000000005.png,12.7890625,49.07659149169922
0000000005.png,12.5234375,48.801326751708984
0000000005.png,12.55078125,48.4505500793457
0000000005.png,12.36328125,44.15160369873047
0000000005.png,12.33203125,44.08305358886719
0000000005.png,12.19140625,44.51199722290039
0000000005.png,12.12109375,44.578861236572266
0000000005.png,12.125,45.81185531616211
0000000005.png,12.11328125,46.10760498046875
0000000005.png,12.09765625,46.918312072753906
0000000005.png,12.046875,47.10150146484375
0000000005.png,11.953125,46.0889778137207
0000000005.png,11.90625,46.11260986328125
0000000005.png,11.859375,46.05942153930664
0000000005.png,11.8046875,46.422523498535156
0000000005.png,11.75390625,46.57548141479492
0000000005.png,11.70703125,45.83148193359375
0000000005.png,11.5078125,46.41770553588867
0000000005.png,12.4921875,45.66440963745117
0000000005.png,12.421875,46.40244674682617
0000000005.png,12.515625,47.38016128540039
0000000005.png,12.41796875,62.702056884765625
0000000005.png,12.484375,64.56031799316406
0000000005.png,12.453125,67.0003890991211
0000000005.png,12.45703125,67.54296875
0000000005.png,12.421875,67.578125
0000000005.png,12.48828125,67.51171875
0000000005.png,12.4453125,67.5546875
0000000005.png,12.453125,67.546875
0000000005.png,12.40234375,67.59765625
0000000005.png,12.36328125,67.63671875
0000000005.png,12.515625,67.484375
0000000005.png,12.3515625,67.6484375
0000000005.png,12.39453125,67.60546875
0000000005.png,12.48046875,67.51953125
0000000005.png,12.6484375,67.3515625
0000000005.png,12.3828125,67.6171875
0000000005.png,12.3671875,67.6328125
0000000005.png,12.36328125,67.63671875
0000000005.png,12.328125,67.671875
0000000005.png,12.53125,67.46875
0000000005.png,12.53515625,67.46484375
0000000005.png,12.57421875,67.42578125
0000000005.png,12.4921875,67.5078125
0000000005.png,12.2265625,67.7734375
0000000005.png,12.1171875,67.8828125
0000000005.png,12.0859375,67.9140625
0000000005.png,12.09765625,67.90234375
0000000005.png,12.07421875,67.92578125
0000000005.png,12.02734375,67.97265625
0000000005.png,12.06640625,67.93359375
0000000005.png,12.078125,67.921875
0000000005.png,12.04296875,67.95703125
0000000005.png,12.00390625,67.99609375
